user_id,registration_date,state,primary_sport,segment_label,days_since_last_bet,days_since_last_deposit,bet_freq_30d,avg_bet_size,parlay_rate,live_bet_rate,ngr_90d,promo_redemption_rate,n_promos_received_1y,avg_promo_value_received,propensity_score,lift_probability,churn_risk_30d,composite_score,optimal_offer_size
u_10172,2023-01-07,IL,NBA,bonus_seeker,1,16,0.315,22.23,0.53,0.07,14.01,0.0,0,0.0,0.213,0.589,0.345,0.1598,23.15
u_10173,2023-10-18,NJ,NFL,casual,4,1,0.217,18.64,0.33,0.19,49.27,1.0,1,17.8,0.325,0.581,0.056,0.0221,28.34
u_10174,2023-01-28,CO,NBA,active_mid,2,94,0.467,29.08,0.26,0.32,130.19,1.0,1,25.1,0.474,0.508,0.286,0.0764,33.23
u_10175,2024-03-21,MI,NBA,dormant_high_value,0,0,0.098,14.4,0.33,0.22,33.41,1.0,3,44.41,0.279,0.665,0.101,0.0484,35.11
u_10176,2023-07-16,MA,MLB,active_mid,4,17,0.489,24.02,0.25,0.29,240.34,0.5,2,22.94,0.482,0.483,0.286,0.0713,57.65
u_10177,2023-07-15,NJ,NFL,casual,2,1,0.272,21.09,0.4,0.15,64.01,1.0,1,40.82,0.263,0.613,0.371,0.1675,26.96
u_10178,2024-02-12,TN,MLB,always_on,0,6,0.804,39.51,0.18,0.38,521.08,0.0,1,23.1,0.886,0.174,0.01,0.0002,100.0
u_10179,2023-10-28,PA,NBA,dormant_high_value,8,9,0.196,15.87,0.26,0.19,112.82,0.5,2,11.1,0.139,0.755,0.214,0.139,33.51
u_10180,2023-07-06,NJ,Other,casual,1,10,0.272,22.72,0.3,0.15,31.97,1.0,1,21.18,0.162,0.777,0.377,0.2455,20.76
u_10181,2023-08-27,NY,NFL,dormant_high_value,0,16,0.141,13.91,0.25,0.24,46.37,0.25,4,7.31,0.241,0.66,0.412,0.2064,17.96
u_10182,2023-01-27,NJ,NBA,always_on,0,8,0.891,42.28,0.22,0.43,496.7,1.0,2,52.54,0.885,0.17,0.01,0.0002,94.01
u_10183,2024-04-06,MI,Other,always_on,0,5,0.772,41.14,0.2,0.38,502.9,0.0,0,0.0,0.793,0.165,0.153,0.0052,98.27
u_10184,2023-04-11,NJ,NFL,casual,1,4,0.239,19.78,0.35,0.19,28.58,1.0,2,35.6,0.25,0.557,0.337,0.1406,21.49
u_10185,2023-10-23,NJ,Other,active_mid,0,5,0.543,26.79,0.34,0.3,148.78,0.0,1,38.73,0.534,0.413,0.175,0.0337,28.34
u_10186,2023-10-05,IN,MLB,active_mid,2,29,0.533,28.42,0.29,0.29,156.77,0.5,2,26.6,0.5,0.412,0.3,0.0618,39.29
u_10187,2023-08-11,PA,NFL,bonus_seeker,0,0,0.38,21.58,0.49,0.18,16.41,1.0,1,90.18,0.329,0.553,0.252,0.0935,17.2
u_10188,2023-11-05,NJ,NFL,bonus_seeker,0,9,0.337,22.07,0.52,0.14,19.54,0.0,0,0.0,0.276,0.574,0.295,0.1225,22.3
u_10189,2023-08-04,NJ,MLB,casual,3,18,0.391,26.14,0.36,0.14,53.43,1.0,2,23.99,0.405,0.572,0.287,0.0976,27.2
u_10190,2024-03-22,NJ,NFL,dormant_high_value,2,20,0.239,18.64,0.23,0.14,75.79,0.0,2,0.0,0.134,0.753,0.28,0.1825,23.15
u_10191,2024-06-25,NY,NBA,always_on,1,29,0.783,34.78,0.18,0.37,341.85,0.0,0,0.0,0.849,0.148,0.051,0.0012,83.82
u_10192,2023-03-26,IL,NFL,always_on,0,61,0.739,39.18,0.22,0.38,508.83,0.0,1,0.0,0.76,0.196,0.131,0.0061,88.26
u_10193,2023-07-16,NJ,NBA,active_mid,0,6,0.609,32.01,0.35,0.31,159.56,0.0,1,10.81,0.565,0.329,0.231,0.033,37.3
u_10194,2024-01-31,NJ,NFL,casual,5,0,0.359,25.16,0.41,0.16,47.94,1.0,1,20.15,0.29,0.615,0.35,0.1527,27.14
u_10195,2024-05-31,MI,NHL,casual,2,5,0.283,21.58,0.34,0.13,57.9,0.0,1,0.0,0.157,0.714,0.357,0.2151,22.1
u_10196,2024-03-30,IL,Other,active_mid,0,1,0.533,30.54,0.28,0.3,148.61,0.0,2,10.4,0.471,0.514,0.1,0.0271,40.15
u_10197,2024-04-27,PA,Other,always_on,1,20,0.75,36.9,0.21,0.38,342.41,0.0,1,35.63,0.854,0.06,0.125,0.0011,71.24
u_10198,2023-09-13,CO,MLB,always_on,0,28,0.728,39.67,0.12,0.37,558.72,0.0,0,0.0,0.788,0.187,0.276,0.011,100.0
u_10199,2023-05-07,NY,NFL,active_mid,0,20,0.576,32.01,0.31,0.31,154.16,1.0,1,24.58,0.514,0.385,0.242,0.0454,42.54
u_10200,2024-09-23,CO,MLB,active_mid,0,9,0.598,29.08,0.28,0.26,362.94,0.0,2,0.0,0.583,0.432,0.149,0.0268,62.79
u_10201,2024-01-01,CO,NFL,dormant_high_value,1,14,0.207,18.97,0.27,0.21,52.79,1.0,3,46.34,0.171,0.786,0.294,0.1917,22.39
u_10202,2023-12-01,PA,NFL,dormant_high_value,7,11,0.239,18.64,0.24,0.25,119.3,1.0,2,40.4,0.159,0.803,0.326,0.22,30.18
u_10203,2023-12-25,VA,NFL,always_on,0,10,0.728,39.02,0.23,0.41,373.76,0.0,0,0.0,0.804,0.176,0.078,0.0027,81.96
u_10204,2024-08-20,NJ,NBA,active_mid,0,5,0.587,30.54,0.34,0.3,176.84,0.5,2,40.88,0.554,0.394,0.145,0.0255,26.95
u_10205,2024-01-29,MI,MLB,dormant_high_value,1,1,0.207,18.32,0.28,0.21,122.45,0.5,2,26.76,0.192,0.717,0.262,0.1519,35.24
u_10206,2024-05-11,NJ,MLB,dormant_high_value,6,2,0.174,17.66,0.21,0.22,125.86,1.0,2,26.14,0.334,0.49,0.313,0.1023,37.63
u_10207,2023-01-11,MI,NBA,active_mid,0,0,0.457,26.14,0.34,0.28,197.87,1.0,1,21.46,0.582,0.32,0.01,0.0013,40.17
u_10208,2024-02-04,IL,NFL,dormant_high_value,0,4,0.13,14.73,0.3,0.2,54.4,0.667,3,28.94,0.185,0.669,0.364,0.1985,30.53
u_10209,2023-02-22,IN,Other,dormant_high_value,1,12,0.141,15.71,0.28,0.16,96.3,1.0,3,59.74,0.197,0.656,0.35,0.1845,32.68
u_10210,2023-01-22,NJ,NBA,bonus_seeker,0,0,0.304,20.92,0.51,0.08,32.45,1.0,1,56.11,0.259,0.63,0.162,0.0757,19.85
u_10211,2024-01-19,CO,NBA,active_mid,1,21,0.511,27.61,0.3,0.26,115.59,0.0,1,21.46,0.602,0.322,0.089,0.0113,30.43
u_10212,2024-02-05,CO,NFL,active_mid,3,5,0.543,28.91,0.37,0.29,176.37,1.0,2,50.69,0.597,0.393,0.134,0.0212,45.49
u_10213,2024-08-29,MA,MLB,casual,0,26,0.261,18.48,0.38,0.12,33.07,1.0,1,40.67,0.372,0.492,0.156,0.0482,19.86
u_10214,2023-07-09,CO,MLB,active_mid,0,48,0.5,32.66,0.37,0.34,120.19,1.0,2,46.7,0.508,0.491,0.273,0.0659,22.45
u_10215,2024-02-29,CO,NFL,casual,5,0,0.239,18.97,0.29,0.15,42.38,0.0,1,0.0,0.434,0.379,0.147,0.0315,26.56
u_10216,2024-05-31,PA,NFL,casual,1,0,0.348,20.76,0.23,0.16,73.07,1.0,1,28.1,0.321,0.591,0.353,0.1414,15.0
u_10217,2024-09-17,NY,MLB,active_mid,2,4,0.511,30.71,0.31,0.28,153.1,1.0,1,28.61,0.424,0.587,0.265,0.0898,31.57
u_10218,2023-08-07,CO,MLB,active_mid,2,12,0.489,27.93,0.33,0.29,189.72,0.667,3,36.79,0.527,0.432,0.135,0.0275,49.06
u_10219,2024-04-16,NJ,NFL,active_mid,1,17,0.565,31.2,0.29,0.28,92.54,1.0,1,23.59,0.544,0.387,0.225,0.0397,29.7
u_10220,2023-01-13,TN,Other,active_mid,0,41,0.522,28.75,0.3,0.34,114.04,1.0,1,20.18,0.537,0.417,0.121,0.0235,22.77
u_10221,2024-07-02,MA,NFL,bonus_seeker,0,3,0.326,25.82,0.54,0.1,20.79,1.0,1,39.1,0.35,0.507,0.373,0.1228,20.19
u_10222,2024-11-02,VA,NBA,dormant_high_value,12,32,0.12,15.22,0.22,0.16,75.86,1.0,3,45.27,0.143,0.729,0.435,0.2717,31.38
u_10223,2023-02-02,NY,Other,casual,0,8,0.38,25.33,0.39,0.16,48.19,1.0,2,55.0,0.208,0.649,0.434,0.2232,24.46
u_10224,2024-04-26,IN,NBA,casual,2,1,0.239,17.5,0.29,0.2,27.52,0.333,3,29.69,0.246,0.606,0.207,0.0948,16.67
u_10225,2023-04-04,MI,NBA,casual,2,10,0.348,23.37,0.37,0.2,51.49,1.0,1,19.05,0.405,0.536,0.255,0.0813,20.19
u_10226,2023-06-06,IL,NFL,always_on,0,306,0.663,33.97,0.23,0.46,311.77,0.0,1,30.76,0.783,0.138,0.125,0.0037,75.26
u_10227,2023-08-19,IL,NFL,casual,0,9,0.402,24.51,0.36,0.15,96.51,1.0,1,32.53,0.425,0.516,0.158,0.0468,22.95
u_10228,2024-06-13,NY,Other,always_on,0,24,0.685,32.17,0.12,0.36,236.31,0.0,0,0.0,0.819,0.111,0.01,0.0002,68.77
u_10229,2024-04-26,MI,NBA,active_mid,1,7,0.587,33.48,0.32,0.29,111.73,1.0,1,34.5,0.544,0.453,0.429,0.0887,31.53
u_10230,2023-05-20,CO,NHL,active_mid,0,10,0.511,31.03,0.37,0.3,172.03,0.0,2,19.42,0.415,0.351,0.356,0.073,31.5
u_10231,2024-03-21,NJ,NFL,bonus_seeker,0,8,0.359,23.37,0.55,0.06,21.46,1.0,1,21.53,0.457,0.475,0.146,0.0376,23.77
u_10232,2023-12-26,NY,NFL,bonus_seeker,2,0,0.402,27.61,0.53,0.1,39.05,0.0,0,0.0,0.344,0.577,0.438,0.1658,22.4
u_10233,2023-02-13,VA,NFL,bonus_seeker,5,2,0.402,23.04,0.51,0.17,25.1,0.0,0,0.0,0.252,0.596,0.107,0.0476,18.05
u_10234,2024-01-06,IN,MLB,dormant_high_value,7,6,0.185,16.03,0.25,0.21,82.28,0.5,2,43.88,0.144,0.711,0.358,0.2181,26.09
u_10235,2023-01-19,TN,NFL,active_mid,1,3,0.478,25.49,0.25,0.26,81.72,0.0,2,28.19,0.517,0.463,0.329,0.0736,24.57
u_10236,2023-08-01,IL,NHL,casual,2,8,0.337,22.39,0.29,0.12,55.95,1.0,1,18.79,0.23,0.619,0.428,0.2036,15.0
u_10237,2023-09-29,NY,NBA,dormant_high_value,5,42,0.185,16.68,0.24,0.19,101.34,1.0,3,49.43,0.163,0.768,0.42,0.2703,28.73
u_10238,2023-05-02,NJ,Other,active_mid,0,34,0.609,34.62,0.33,0.35,321.97,0.0,1,0.0,0.626,0.372,0.345,0.048,65.72
u_10239,2023-10-07,NY,NFL,dormant_high_value,0,12,0.174,16.68,0.2,0.18,61.21,1.0,2,48.64,0.126,0.764,0.428,0.2857,17.11
u_10240,2024-04-10,NJ,NHL,always_on,0,51,0.739,39.51,0.24,0.42,444.67,1.0,1,34.47,0.702,0.246,0.255,0.0187,79.33
u_10241,2024-04-07,PA,MLB,always_on,0,47,0.902,47.17,0.24,0.36,428.02,0.0,0,0.0,0.897,0.146,0.092,0.0014,81.21
u_10242,2024-07-11,NY,MLB,always_on,1,52,0.739,37.72,0.21,0.36,577.25,0.0,0,0.0,0.763,0.21,0.044,0.0022,92.5
u_10243,2023-01-27,PA,NHL,casual,0,1,0.217,17.5,0.36,0.09,29.93,1.0,2,33.59,0.328,0.576,0.196,0.0756,19.76
u_10244,2024-02-26,VA,MLB,dormant_high_value,2,11,0.109,14.24,0.34,0.16,131.17,1.0,2,37.44,0.039,0.851,0.38,0.311,29.4
u_10245,2024-03-29,PA,NBA,always_on,3,55,0.707,36.58,0.25,0.38,293.57,0.0,0,0.0,0.711,0.24,0.015,0.0011,58.96
u_10246,2023-09-23,IN,NFL,casual,1,16,0.217,19.13,0.4,0.15,49.37,1.0,1,40.38,0.201,0.679,0.336,0.1822,27.95
u_10247,2023-08-18,IL,NFL,always_on,0,84,0.793,38.53,0.17,0.41,352.98,0.0,0,0.0,0.826,0.08,0.01,0.0001,64.25
u_10248,2023-03-11,NY,Other,always_on,1,4,0.772,36.9,0.12,0.36,461.86,0.0,0,0.0,0.784,0.109,0.01,0.0002,84.2
u_10249,2023-11-15,PA,NBA,always_on,0,36,0.913,44.57,0.25,0.41,735.52,0.0,1,19.04,0.897,0.022,0.05,0.0001,95.99
u_10250,2023-04-25,NJ,MLB,casual,3,1,0.239,19.29,0.32,0.21,37.8,1.0,1,23.71,0.184,0.702,0.251,0.1437,18.53
u_10251,2023-05-03,NY,NBA,casual,1,4,0.315,25.0,0.39,0.17,41.76,1.0,1,30.9,0.258,0.635,0.138,0.0651,21.36
u_10252,2024-06-14,IL,NFL,always_on,0,45,0.837,41.79,0.19,0.37,346.23,0.0,0,0.0,0.845,0.119,0.168,0.0031,70.71
u_10253,2023-03-02,NJ,NFL,casual,0,7,0.207,18.64,0.35,0.11,28.59,1.0,2,43.27,0.316,0.562,0.308,0.1183,20.07
u_10254,2023-06-21,NY,MLB,dormant_high_value,0,21,0.196,18.15,0.24,0.17,90.48,1.0,2,67.26,0.104,0.704,0.268,0.169,15.8
u_10255,2023-05-06,PA,NBA,bonus_seeker,3,4,0.413,25.82,0.46,0.12,28.28,1.0,1,22.62,0.382,0.51,0.101,0.0317,19.75
u_10256,2023-01-14,TN,NFL,always_on,0,20,0.783,38.04,0.14,0.41,380.54,1.0,1,72.07,0.748,0.256,0.08,0.0052,59.48
u_10257,2023-05-11,MI,NBA,active_mid,0,9,0.598,33.64,0.35,0.32,293.37,0.0,1,19.45,0.54,0.434,0.115,0.0229,58.99
u_10258,2023-06-15,MA,NFL,bonus_seeker,0,12,0.457,26.14,0.45,0.1,41.89,1.0,1,67.38,0.261,0.661,0.4,0.1952,20.71
u_10259,2023-03-18,NJ,NBA,dormant_high_value,15,22,0.065,13.26,0.27,0.18,27.63,0.0,2,0.0,0.108,0.843,0.177,0.1333,20.75
u_10260,2024-01-27,MI,NFL,active_mid,0,21,0.62,35.27,0.27,0.26,175.89,1.0,1,17.84,0.612,0.365,0.112,0.0158,40.65
u_10261,2023-09-06,MI,MLB,always_on,0,182,0.761,35.11,0.16,0.39,247.49,1.0,1,25.5,0.842,0.232,0.075,0.0028,43.55
u_10262,2024-02-07,IL,NFL,dormant_high_value,1,6,0.261,21.09,0.24,0.23,133.19,0.333,3,24.91,0.352,0.56,0.222,0.0805,45.13
u_10263,2024-06-02,TN,NBA,bonus_seeker,10,0,0.348,21.25,0.45,0.11,21.94,1.0,1,18.44,0.384,0.474,0.111,0.0325,24.2
u_10264,2023-02-28,NY,NFL,always_on,0,5,0.728,37.72,0.19,0.39,359.85,0.0,0,0.0,0.677,0.218,0.47,0.0331,58.97
u_10265,2023-01-11,VA,NFL,active_mid,0,18,0.511,28.75,0.28,0.29,151.79,1.0,2,60.84,0.511,0.409,0.339,0.0677,39.73
u_10266,2024-08-12,VA,NFL,active_mid,0,12,0.565,28.59,0.24,0.29,122.16,1.0,1,36.74,0.541,0.36,0.175,0.0289,30.47
u_10267,2023-02-20,NJ,NBA,active_mid,0,12,0.522,33.64,0.34,0.28,159.17,1.0,1,34.38,0.543,0.443,0.302,0.0613,38.29
u_10268,2023-09-04,PA,NBA,casual,4,22,0.261,20.92,0.3,0.09,43.49,1.0,1,44.13,0.282,0.565,0.592,0.2402,22.39
u_10269,2024-02-02,TN,NFL,casual,0,0,0.239,20.27,0.36,0.17,28.66,0.5,2,28.02,0.171,0.714,0.259,0.1537,18.39
u_10270,2024-01-24,NJ,MLB,active_mid,2,17,0.489,27.61,0.31,0.32,101.99,0.667,3,45.63,0.583,0.35,0.462,0.0674,33.24
u_10271,2024-05-14,CO,NHL,active_mid,3,20,0.522,30.05,0.3,0.29,115.71,1.0,1,16.02,0.591,0.296,0.189,0.0229,41.56
u_10272,2023-12-12,TN,MLB,always_on,0,2,0.761,38.7,0.21,0.38,349.39,0.0,0,0.0,0.79,0.205,0.182,0.0078,79.58
u_10273,2024-09-01,CO,NFL,always_on,0,58,0.717,35.76,0.17,0.43,604.72,0.0,0,0.0,0.746,0.189,0.276,0.0133,100.0
u_10274,2024-08-22,NY,NBA,bonus_seeker,12,10,0.272,20.43,0.45,0.13,13.19,1.0,1,35.98,0.277,0.622,0.33,0.1484,15.11
u_10275,2023-02-06,IL,NFL,bonus_seeker,0,0,0.435,28.26,0.47,0.04,44.37,1.0,2,18.6,0.449,0.462,0.06,0.0154,26.56
u_10276,2023-10-25,NY,NFL,active_mid,0,18,0.576,32.17,0.33,0.31,203.37,1.0,1,25.42,0.502,0.41,0.085,0.0174,47.57
u_10277,2023-02-09,CO,Other,active_mid,0,36,0.5,27.61,0.39,0.28,207.78,0.0,1,17.12,0.566,0.335,0.142,0.0207,48.95
u_10278,2023-06-14,NJ,NFL,active_mid,0,13,0.457,23.7,0.21,0.34,108.69,1.0,2,14.64,0.487,0.364,0.125,0.0233,35.29
u_10279,2023-10-02,IL,NBA,active_mid,0,6,0.609,30.54,0.3,0.26,82.41,0.333,3,32.35,0.594,0.291,0.159,0.0189,29.86
u_10280,2024-07-06,CO,NBA,always_on,1,46,0.87,46.2,0.25,0.39,487.86,0.0,1,0.0,0.732,0.226,0.067,0.004,87.8
u_10281,2023-08-24,MA,MLB,casual,0,3,0.413,28.1,0.46,0.1,65.54,0.667,3,27.74,0.421,0.526,0.421,0.1281,29.1
u_10282,2023-07-27,IL,NBA,casual,4,9,0.337,22.88,0.35,0.12,57.05,0.0,1,19.47,0.342,0.601,0.116,0.0458,27.96
u_10283,2024-01-22,CO,NFL,dormant_high_value,1,6,0.293,22.23,0.29,0.14,154.47,0.333,3,8.16,0.31,0.56,0.19,0.0734,43.89
u_10284,2024-02-12,MA,NFL,bonus_seeker,6,1,0.413,25.82,0.5,0.06,29.63,0.0,0,0.0,0.379,0.567,0.239,0.0843,20.94
u_10285,2023-12-19,NJ,NBA,dormant_high_value,2,25,0.174,18.48,0.31,0.22,84.0,0.5,2,25.66,0.296,0.589,0.416,0.1723,35.19
u_10286,2023-10-24,IL,NFL,bonus_seeker,1,6,0.424,25.49,0.56,0.09,38.08,0.0,0,0.0,0.43,0.557,0.32,0.1016,20.97
u_10287,2024-08-06,NJ,NFL,bonus_seeker,1,0,0.37,24.02,0.51,0.12,38.55,0.0,0,0.0,0.418,0.451,0.187,0.0491,16.84
u_10288,2023-01-19,VA,NFL,casual,3,14,0.261,23.53,0.39,0.2,56.91,0.0,1,0.0,0.265,0.683,0.206,0.1032,31.74
u_10289,2024-04-14,NJ,NFL,bonus_seeker,2,6,0.326,21.25,0.49,0.07,36.27,0.0,0,0.0,0.374,0.548,0.214,0.0734,17.56
u_10290,2023-12-05,PA,NFL,dormant_high_value,1,0,0.38,21.58,0.26,0.2,104.97,0.5,2,13.3,0.289,0.618,0.32,0.1407,22.43
u_10291,2024-03-26,MA,NFL,dormant_high_value,15,3,0.098,13.26,0.31,0.24,36.57,0.5,2,26.1,0.065,0.654,0.467,0.2856,27.97
u_10292,2024-09-23,PA,NBA,active_mid,0,0,0.554,32.66,0.29,0.31,208.33,0.0,1,19.07,0.534,0.414,0.043,0.0083,38.31
u_10293,2024-08-27,NJ,MLB,casual,0,8,0.25,19.13,0.32,0.1,52.54,1.0,4,43.88,0.304,0.611,0.351,0.1492,34.03
u_10294,2023-06-08,CO,NHL,dormant_high_value,0,14,0.087,12.61,0.27,0.18,27.37,1.0,2,57.6,0.137,0.805,0.316,0.2192,21.24
u_10295,2023-02-05,IL,NFL,bonus_seeker,8,15,0.261,21.41,0.48,0.09,20.96,1.0,1,64.35,0.237,0.605,0.224,0.1035,23.17
u_10296,2023-02-20,MA,NFL,active_mid,1,62,0.533,32.83,0.27,0.31,88.73,0.5,2,34.03,0.528,0.434,0.122,0.025,29.51
u_10297,2023-03-16,PA,NFL,casual,0,1,0.261,18.32,0.39,0.13,40.02,1.0,2,39.83,0.325,0.536,0.425,0.1538,23.99
u_10298,2023-02-10,CO,NBA,active_mid,2,103,0.543,30.05,0.34,0.28,146.68,0.5,2,26.6,0.572,0.445,0.182,0.0347,40.99
u_10299,2024-06-29,PA,MLB,dormant_high_value,8,27,0.196,16.85,0.26,0.19,53.77,1.0,2,70.07,0.179,0.728,0.413,0.2468,15.64
u_10300,2024-02-22,IL,NFL,dormant_high_value,9,27,0.141,14.08,0.27,0.22,39.5,1.0,2,66.75,0.129,0.823,0.343,0.2461,29.91
u_10301,2024-10-18,IL,Other,bonus_seeker,0,9,0.359,24.35,0.49,0.08,20.68,1.0,1,91.85,0.333,0.682,0.294,0.1337,23.62
u_10302,2023-07-15,CO,NFL,bonus_seeker,7,4,0.457,26.14,0.48,0.08,38.18,0.0,0,0.0,0.401,0.51,0.338,0.1033,18.69
u_10303,2024-09-02,NY,NBA,active_mid,2,17,0.576,33.64,0.32,0.26,274.93,0.0,1,39.25,0.562,0.367,0.131,0.021,69.52
u_10304,2023-08-29,NJ,MLB,active_mid,0,5,0.609,35.43,0.34,0.28,248.27,0.333,3,9.68,0.594,0.361,0.012,0.0018,44.89
u_10305,2023-01-03,NJ,NHL,always_on,0,3,0.641,35.6,0.26,0.39,478.25,1.0,2,43.34,0.741,0.319,0.07,0.0058,85.01
u_10306,2024-02-09,NJ,MLB,bonus_seeker,0,0,0.217,19.78,0.47,0.11,17.27,1.0,3,40.6,0.299,0.613,0.108,0.0463,20.51
u_10307,2024-09-29,PA,NHL,casual,0,0,0.326,19.29,0.26,0.15,72.59,0.5,2,15.16,0.269,0.636,0.09,0.0419,27.0
u_10308,2023-04-07,IL,NFL,active_mid,0,11,0.543,30.22,0.25,0.3,123.58,0.0,1,19.43,0.47,0.574,0.059,0.0179,41.46
u_10309,2023-06-28,NY,NHL,casual,1,10,0.391,24.35,0.34,0.13,77.07,1.0,2,24.92,0.326,0.495,0.165,0.0551,24.26
u_10310,2023-04-21,VA,NFL,casual,3,0,0.38,23.04,0.32,0.16,55.72,1.0,3,57.0,0.571,0.309,0.129,0.0171,33.37
u_10311,2023-07-23,NJ,NHL,dormant_high_value,2,8,0.315,23.04,0.23,0.16,105.68,1.0,3,48.77,0.275,0.661,0.272,0.1301,31.64
u_10312,2023-01-12,MI,NBA,dormant_high_value,0,16,0.141,15.22,0.25,0.23,148.77,0.5,2,25.72,0.104,0.734,0.486,0.3197,26.65
u_10313,2023-12-14,IL,NHL,always_on,0,29,0.728,36.74,0.18,0.43,348.84,0.0,0,0.0,0.661,0.322,0.054,0.0059,67.45
u_10314,2024-01-04,PA,NBA,active_mid,1,9,0.489,26.63,0.22,0.32,135.71,0.0,1,0.0,0.564,0.328,0.375,0.0537,36.72
u_10315,2024-02-01,NJ,NBA,active_mid,0,6,0.457,26.79,0.28,0.27,104.42,0.0,1,0.0,0.514,0.351,0.155,0.0265,32.91
u_10316,2024-04-16,IL,NBA,casual,3,6,0.261,18.97,0.31,0.15,57.9,0.0,1,0.0,0.356,0.455,0.018,0.0054,26.37
u_10317,2023-08-16,PA,MLB,dormant_high_value,10,26,0.065,12.77,0.2,0.17,31.71,0.333,3,6.38,0.178,0.632,0.109,0.0565,26.51
u_10318,2023-12-15,VA,NFL,dormant_high_value,0,4,0.293,21.09,0.26,0.13,234.16,0.667,3,25.93,0.205,0.597,0.32,0.1515,36.33
u_10319,2024-09-29,CO,NFL,casual,1,7,0.326,23.7,0.28,0.17,51.4,1.0,1,47.31,0.285,0.611,0.199,0.087,22.12
u_10320,2023-07-10,VA,NFL,bonus_seeker,1,0,0.272,21.25,0.54,0.04,16.03,0.0,0,0.0,0.309,0.518,0.341,0.1221,18.6
u_10321,2023-07-12,NY,NFL,active_mid,0,11,0.478,29.08,0.31,0.28,129.94,1.0,1,17.92,0.496,0.427,0.293,0.063,29.67
u_10322,2024-08-30,MA,NHL,active_mid,0,34,0.511,28.59,0.25,0.3,156.68,0.5,2,18.84,0.501,0.39,0.05,0.0097,41.37
u_10323,2024-10-26,IL,NFL,casual,2,1,0.359,24.18,0.43,0.13,65.94,1.0,2,53.18,0.421,0.51,0.244,0.0722,27.89
u_10324,2024-01-07,MA,Other,always_on,0,16,0.804,38.21,0.16,0.39,492.78,0.0,1,0.0,0.828,0.149,0.092,0.0024,84.46
u_10325,2023-11-26,NY,NFL,active_mid,0,3,0.609,31.52,0.3,0.29,147.47,1.0,1,34.86,0.618,0.334,0.01,0.0013,34.65
u_10326,2023-08-30,IL,NFL,bonus_seeker,0,11,0.348,22.88,0.51,0.1,31.94,0.0,1,0.0,0.363,0.57,0.111,0.0401,24.42
u_10327,2023-09-06,CO,MLB,active_mid,1,53,0.543,31.36,0.27,0.29,284.51,0.333,3,36.8,0.323,0.554,0.238,0.0892,38.95
u_10328,2023-12-07,MA,MLB,casual,0,25,0.413,23.7,0.39,0.16,75.51,1.0,1,46.09,0.34,0.505,0.305,0.1018,33.6
u_10329,2023-08-23,NY,NBA,casual,5,13,0.163,15.71,0.32,0.18,24.56,0.0,1,0.0,0.16,0.732,0.35,0.2152,22.24
u_10330,2023-03-26,IN,NBA,casual,2,1,0.272,20.92,0.36,0.13,39.7,1.0,1,19.03,0.352,0.477,0.234,0.0723,15.0
u_10331,2024-05-13,NJ,MLB,active_mid,0,47,0.576,32.66,0.34,0.28,276.51,0.5,2,20.38,0.569,0.42,0.465,0.0842,62.86
u_10332,2023-04-24,MI,NFL,dormant_high_value,1,16,0.272,20.6,0.26,0.21,60.82,0.333,3,11.53,0.372,0.559,0.09,0.0316,29.18
u_10333,2023-05-26,IN,Other,dormant_high_value,7,3,0.152,14.08,0.26,0.16,61.42,1.0,2,26.92,0.184,0.655,0.275,0.1469,32.43
u_10334,2023-01-14,MI,Other,dormant_high_value,3,26,0.152,16.2,0.2,0.28,108.7,0.5,2,13.98,0.192,0.78,0.431,0.2715,31.37
u_10335,2024-10-08,CO,MLB,dormant_high_value,0,10,0.207,17.01,0.23,0.2,58.3,0.667,3,55.77,0.176,0.733,0.364,0.22,21.94
u_10336,2023-03-09,PA,NFL,always_on,0,51,0.63,34.29,0.21,0.38,519.88,0.333,3,40.51,0.738,0.308,0.033,0.0026,92.33
u_10337,2023-09-24,TN,MLB,active_mid,0,18,0.565,33.64,0.27,0.25,208.09,1.0,1,18.91,0.552,0.426,0.174,0.0333,48.55
u_10338,2024-03-16,NY,NFL,bonus_seeker,0,11,0.25,18.8,0.51,0.11,23.38,1.0,1,19.1,0.327,0.536,0.357,0.1289,15.0
u_10339,2023-05-20,CO,NFL,dormant_high_value,4,11,0.217,16.2,0.14,0.21,98.72,1.0,3,30.4,0.161,0.694,0.221,0.1285,33.17
u_10340,2023-05-03,IL,NFL,bonus_seeker,0,2,0.37,21.9,0.44,0.12,12.98,0.0,0,0.0,0.416,0.445,0.184,0.0477,17.65
u_10341,2023-06-17,MA,NBA,bonus_seeker,3,2,0.283,19.29,0.49,0.11,15.4,0.0,0,0.0,0.366,0.458,0.32,0.093,22.42
u_10342,2023-01-04,NY,NHL,dormant_high_value,0,2,0.196,17.34,0.25,0.19,73.85,0.5,2,23.63,0.194,0.655,0.236,0.1246,33.53
u_10343,2024-05-08,IL,MLB,casual,1,15,0.424,25.65,0.42,0.09,58.91,1.0,1,41.86,0.439,0.554,0.398,0.1237,27.05
u_10344,2024-06-24,MI,MLB,casual,0,1,0.326,21.58,0.37,0.18,57.91,0.0,1,0.0,0.433,0.555,0.276,0.0868,25.41
u_10345,2023-08-06,NJ,NBA,active_mid,1,24,0.522,29.08,0.28,0.33,227.86,0.5,2,14.7,0.619,0.296,0.229,0.0258,51.85
